kind,lang,page_url,url
tl-wpa8631p-v3,ro,https://www.tp-link.com/ro/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,ro,https://www.tp-link.com/ro/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,es,https://www.tp-link.com/es/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,es,https://www.tp-link.com/es/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,es,https://www.tp-link.com/es/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,se,https://www.tp-link.com/se/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,se,https://www.tp-link.com/se/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,se,https://www.tp-link.com/se/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202003/20200323/TL-WPA8631P(EU)_V3_200314.zip
tl-wpa8631p-v3,tr,https://www.tp-link.com/tr/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,tr,https://www.tp-link.com/tr/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,tr,https://www.tp-link.com/tr/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,uk,https://www.tp-link.com/uk/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,uk,https://www.tp-link.com/uk/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,uk,https://www.tp-link.com/uk/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,il,https://www.tp-link.com/il/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,il,https://www.tp-link.com/il/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,il,https://www.tp-link.com/il/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
tl-wpa8631p-v3,ae,https://www.tp-link.com/ae/support/download/tl-wpa8631p/,https://static.tp-link.com/upload/firmware/2021/202108/20210811/TL-WPA8631P(EU)_V3_210514.zip
tl-wpa8631p-v3,ae,https://www.tp-link.com/ae/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202010/20201028/TL-WPA8631P_V3_200927.zip
tl-wpa8631p-v3,ae,https://www.tp-link.com/ae/support/download/tl-wpa8631p/,https://static.tp-link.com/2020/202005/20200514/TL-WPA8631P(EU)_V3_200508.zip
