model,version,location,page_url,url
wbs510,v1,en,https://www.tp-link.com/en/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v1,en,https://www.tp-link.com/en/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.0_170609.zip
wbs510,v1,en,https://www.tp-link.com/en/support/download/wbs510/v1/,https://static.tp-link.com/res/down/soft/TP_PharOS_1.3.3_160705.zip
wbs510,v1,us,https://www.tp-link.com/us/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v1,us,https://www.tp-link.com/us/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.0_170609.zip
wbs510,v1,us,https://www.tp-link.com/us/support/download/wbs510/v1/,https://static.tp-link.com/res/down/soft/TP_PharOS_1.3.3_160705.zip
wbs510,v1,de,https://www.tp-link.com/de/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v1,de,https://www.tp-link.com/de/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.0_170609.zip
wbs510,v1,uk,https://www.tp-link.com/uk/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v1,uk,https://www.tp-link.com/uk/support/download/wbs510/v1/,https://static.tp-link.com/Pharos_v2.1.0_170609.zip
wbs510,v1,uk,https://www.tp-link.com/uk/support/download/wbs510/v1/,https://static.tp-link.com/res/down/soft/TP_PharOS_1.3.3_160705.zip
wbs510,v2,au,https://www.tp-link.com/au/support/download/wbs510/v2/,https://static.tp-link.com/Pharos_v2.1.0_170609.zip
wbs510,v2,en,https://www.tp-link.com/en/support/download/wbs510/v2/,https://static.tp-link.com/2019/201908/20190821/WBS510(UN)_V2.0_2.2.1_Build 190718.zip
wbs510,v2,en,https://www.tp-link.com/en/support/download/wbs510/v2/,https://static.tp-link.com/2019/201904/20190411/WBS510(UN)_v2.0_20190228.zip
wbs510,v2,en,https://www.tp-link.com/en/support/download/wbs510/v2/,https://static.tp-link.com/2018/201803/20180307/WBS510(UN)_v2.0_20180202.zip
wbs510,v2,us,https://www.tp-link.com/us/support/download/wbs510/v2/,https://static.tp-link.com/2018/201803/20180307/WBS510(UN)_v2.0_20180202.zip
wbs510,v2,us,https://www.tp-link.com/us/support/download/wbs510/v2/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v2,de,https://www.tp-link.com/de/support/download/wbs510/v2/,https://static.tp-link.com/2019/201908/20190821/WBS510(UN)_V2.0_2.2.1_Build 190718.zip
wbs510,v2,de,https://www.tp-link.com/de/support/download/wbs510/v2/,https://static.tp-link.com/2018/201803/20180307/WBS510(UN)_v2.0_20180202.zip
wbs510,v2,de,https://www.tp-link.com/de/support/download/wbs510/v2/,https://static.tp-link.com/Pharos_v2.1.6_20170908.zip
wbs510,v2,uk,https://www.tp-link.com/uk/support/download/wbs510/v2/,https://static.tp-link.com/TP_PharOS_2.0.0_161117.zip
